MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
85,RL,17.299459180269814,8846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,3.9924581716553322,2.4403454337999985e+51,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,84.3995331440751,Unf,0.0,67.00635424233694,870.0,GasA,Ex,Y,SBrkr,6.848052111631005,0.0,0.0,8.12826806402244,0.0,0.0,1,0.0,2,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,7.906006931580624e+56,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal
60,FV,25.076979170494745,11143,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,3.9924581716553322,2.6008692837419268e+51,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,122.1500973936281,1580.0,GasA,Ex,Y,SBrkr,7.399808229959789,1066.0903521250752,0.0,9.55919724654195,0.0,0.0,3,0.0,4,0.7509550520293038,Gd,2.31578940582546,Typ,0.9032993982514254,Gd,Attchd,8.334596539782245e+56,RFn,2.0,610.0,TA,TA,Y,37.474129786647026,23.103486439028266,0.0,0.0,0.0,0.0,0.0,12,2007,WD,Normal
20,RL,22.838404421038245,11394,Pave,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,1.7605963198254735,2.72769992323605e+51,2010,Hip,CompShg,VinylSd,VinylSd,Stone,25.636506847233665,Gd,TA,PConc,Ex,TA,Av,GLQ,267.2971300585074,Unf,0.0,55.03057612171209,1856.0,GasA,Ex,Y,SBrkr,7.562216804129056,0.0,0.0,9.142119034216307,0.993262988983687,0.0,1,1.0685785456566268,1,0.7509550520293038,Ex,2.31578940582546,Typ,0.9032993982514254,Ex,Attchd,8.785034346380503e+56,Fin,3.0,834.0,TA,TA,Y,29.946448534702252,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,New,Partial
60,RL,17.880542565226317,8123,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,3.9924581716553322,2.51940938229464e+51,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.454536514996997,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,92.29075802586516,982.0,GasA,Ex,Y,SBrkr,6.945685560192937,950.8482127210582,0.0,9.097510386536166,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,Attchd,8.046505114949444e+56,Fin,2.0,463.0,TA,TA,Y,27.625118948564253,12.381227482065706,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal
50,RL,15.89447150077168,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4.680717059976833,1.3593740376892209e+51,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,67.07819384721785,Unf,0.0,82.23947118919077,1026.0,GasA,TA,Y,SBrkr,6.964521581280872,792.9495246542278,0.0,9.006770608715662,0.0,0.0,2,0.0,3,0.7509550520293038,Gd,2.0385288463122158,Typ,0.9032993982514254,Gd,Detchd,4.068057536182292e+56,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,15.314225885125792,0.0,0.0,0.0,0.0,5,2010,WD,Normal
20,FV,17.880542565226317,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,3.9924581716553322,2.6425187759184894e+51,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,108.55327233749993,1293.0,GasA,Ex,Y,SBrkr,7.203881051788125,0.0,0.0,8.629033187007044,0.993262988983687,0.0,2,0.0,2,0.7509550520293038,Gd,1.8700913302730977,Typ,0.9032993982514254,Gd,Attchd,8.482264301434868e+56,RFn,2.0,572.0,TA,TA,Y,45.763577158721255,17.354273499855136,0.0,0.0,0.0,0.0,0.0,8,2006,New,Partial
60,RL,21.323980960605425,9245,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.9924581716553322,2.6425187759184894e+51,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,89.88141837620951,939.0,GasA,Ex,Y,SBrkr,6.875238998327123,1031.3513474319511,0.0,9.095083614056241,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,Gd,2.31578940582546,Typ,0.0,None,Attchd,8.482264301434868e+56,RFn,2.0,639.0,TA,TA,Y,35.11964420234527,11.296809260915017,0.0,0.0,0.0,0.0,0.0,4,2007,WD,Normal
45,RH,17.880542565226317,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,2.5398839960317914,1.4050888933009065e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,80.78461128569461,784.0,GasA,TA,N,FuseA,6.693515518146154,0.0,0.0,7.913458754301334,0.0,0.0,1,0.0,2,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,5.152542116676373e+56,Unf,2.0,360.0,Fa,Fa,N,0.0,0.0,10.326221944274222,0.0,0.0,0.0,0.0,10,2009,WD,Normal
60,RL,22.863109184976224,53107,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,3.9924581716553322,2.363611555481923e+51,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,202.21636811541367,Unf,0.0,68.5943575338159,1580.0,GasA,Ex,Y,SBrkr,7.015280111107084,1051.1978654506268,0.0,9.216447365975835,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,Gd,2.433014249065653,Typ,1.6881471699168629,Fa,Attchd,7.498266641242964e+56,Fin,2.0,501.0,TA,TA,Y,45.763577158721255,23.994760529811586,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal
120,RL,14.409522904156372,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,3.9924581716553322,2.6008692837419268e+51,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.454536514996997,Gd,TA,PConc,Gd,TA,No,GLQ,12.832487842277795,Unf,0.0,105.5054499774551,1256.0,GasA,Ex,Y,SBrkr,7.178772837220093,0.0,0.0,8.593414307866885,0.0,0.0,2,0.0,2,0.7509550520293038,Gd,2.0385288463122158,Typ,0.9032993982514254,TA,Attchd,8.334596539782245e+56,Fin,2.0,430.0,TA,TA,Y,35.43859000227838,6.583412400957801,0.0,0.0,21.02355144018839,0.0,0.0,4,2010,WD,Normal
50,RL,17.49446679757112,8410,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,2.5398839960317914,1.2101130445582029e+51,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,TA,No,Unf,0.0,Unf,0.0,72.81735458610953,658.0,GasA,TA,Y,SBrkr,6.517111531801743,622.585917830762,0.0,8.49449163089774,0.0,0.0,1,0.0,5,0.7509550520293038,TA,2.31578940582546,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,19.41105619562805,0.0,0.0,0.0,0.0,0.0,5,2006,WD,AdjLand
80,RL,20.09816254151542,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,4.680717059976833,2.078717230696779e+51,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,22.151001058383557,TA,TA,CBlock,TA,TA,Av,ALQ,146.138290956199,Unf,0.0,54.95058212477745,1041.0,GasA,Ex,Y,SBrkr,7.0573572620033564,0.0,0.0,8.421781974398769,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,Fa,Detchd,6.563958718057543e+56,Unf,1.0,352.0,TA,TA,Y,56.143610400936204,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Abnorml
20,RL,23.653115019386785,9382,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,3.9924581716553322,2.4994213773025585e+51,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,15.822157396636383,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,116.978397818322,1468.0,GasA,Ex,Y,SBrkr,7.333185209257693,0.0,0.0,8.813153049545994,0.0,0.0,2,0.0,3,0.7509550520293038,Gd,2.0385288463122158,Typ,0.0,None,Attchd,7.9759642277471e+56,RFn,2.0,577.0,TA,TA,Y,31.15582028236734,7.479461731021509,0.0,0.0,0.0,0.0,0.0,7,2008,WD,Normal
60,RL,24.13358785842228,12474,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,3.9924581716553322,2.663577158603061e+51,2008,Gable,CompShg,VinylSd,VinylSd,Stone,22.823988187387663,Ex,TA,PConc,Ex,TA,Av,GLQ,244.721147695163,Unf,0.0,54.30766473963345,1682.0,GasA,Ex,Y,SBrkr,7.498266266739358,700.8688491995335,0.0,9.476722267801517,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,Ex,2.433014249065653,Typ,0.9032993982514254,Ex,BuiltIn,8.632397356358682e+56,Fin,3.0,846.0,TA,TA,Y,42.958487075978326,18.275985037667756,0.0,0.0,0.0,0.0,0.0,8,2008,New,Partial
50,RL,15.89447150077168,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6.001835562780168,1.1130588437341291e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,72.2141859175528,BLQ,10.24736329621893,38.73920068525392,861.0,GasA,Ex,Y,SBrkr,6.898572623270506,476.65354904310817,0.0,8.699943371927036,0.993262988983687,0.0,1,0.0,4,0.7509550520293038,TA,2.185434739020803,Typ,0.0,None,Detchd,6.6226599688038865e+56,Unf,1.0,384.0,TA,TA,Y,0.0,17.997743924588303,11.254521239455713,0.0,0.0,0.0,0.0,4,2008,WD,Normal
60,RL,19.919260706673537,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,3.9924581716553322,2.5395471259207665e+51,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,155.99080323420645,Unf,0.0,25.33694057878775,804.0,GasA,Ex,Y,SBrkr,6.718884861855185,1403.9808793555442,0.0,9.222420109502034,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,Gd,2.185434739020803,Typ,0.9032993982514254,TA,BuiltIn,8.117634166259818e+56,Fin,2.0,560.0,TA,TA,Y,32.0039192265023,21.890977545009875,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal
20,RL,20.666011028343497,8339,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.349544880760879,1.8114719339931736e+51,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,Y,SBrkr,6.812149481240144,0.0,0.0,8.078219138737662,0.0,0.0,1,0.0,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Attchd,5.587666285147531e+56,RFn,1.0,294.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,7.9317178070855,7,2007,WD,Normal
30,RL,17.061580584708764,7446,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,3.9924581716553322,1.5638123155147534e+51,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,77.64642461366118,Unf,0.0,63.45890141479828,788.0,GasA,TA,Y,FuseA,6.698640640128363,0.0,0.0,7.920557040623153,0.0,0.0,1,0.0,2,0.7509550520293038,TA,1.672455069533555,Typ,1.6881471699168629,TA,None,0.0,None,0.0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,WD,Abnorml
50,RL,17.880542565226317,10134,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4.680717059976833,1.5510301626641224e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,77.75502507974154,735.0,GasA,Gd,Y,FuseA,6.628525550392899,347.68356502719166,0.0,8.302213358671485,0.0,0.0,1,0.0,2,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,4.706624384896802e+56,Unf,1.0,240.0,TA,TA,Y,0.0,9.574632429035287,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal
20,RL,19.37646880553595,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4.680717059976833,1.7677924277434608e+51,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,163.99794754327448,Unf,0.0,54.5493808618906,1144.0,GasA,TA,Y,SBrkr,7.074238080449166,0.0,0.0,8.44558425800636,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.0,None,Attchd,5.438913515157923e+56,Unf,1.0,596.0,TA,TA,Y,15.945127051668123,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,WD,Normal
20,RL,17.880542565226317,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,3.9924581716553322,2.0127030581163786e+51,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,170.1071834520194,Unf,0.0,25.74444762909638,894.0,GasA,TA,Y,SBrkr,6.8257629940521625,0.0,0.0,8.097186383216984,0.0,0.0,1,0.0,2,0.7509550520293038,TA,2.0385288463122158,Typ,0.0,None,Detchd,7.047647740849589e+56,RFn,2.0,600.0,TA,TA,Y,45.625649022759966,0.0,0.0,0.0,0.0,0.0,0.0,9,2009,WD,Normal
60,RL,19.55843400114903,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,3.9924581716553322,1.8561614020039667e+51,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,23.435559936645696,TA,TA,CBlock,TA,TA,No,ALQ,130.4258781462809,Unf,0.0,47.73109503062521,864.0,GasA,TA,Y,SBrkr,6.805273275318643,1128.2105312545045,0.0,9.107179231993316,0.0,0.0,2,0.0,4,0.7509550520293038,TA,2.31578940582546,Typ,0.9032993982514254,TA,Attchd,5.740250508277826e+56,RFn,1.0,264.0,TA,TA,Y,0.0,20.4788243332421,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal
30,RM,17.880542565226317,8967,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,1.7605963198254735,1.3150560434988218e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,91.11975110516228,961.0,GasA,Gd,Y,Mix,7.013410299267926,0.0,0.0,8.359907070060592,0.0,0.0,1,0.0,2,0.7509550520293038,TA,2.0385288463122158,Maj2,0.0,None,Detchd,3.9216988051509383e+56,Unf,1.0,338.0,Po,Po,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,WD,Abnorml
60,FV,18.82410884963751,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,3.9924581716553322,2.6425187759184894e+51,2007,Gable,CompShg,CemntBd,CmentBd,Stone,14.204202198816821,Gd,TA,PConc,Gd,TA,No,GLQ,175.66169382145796,Unf,0.0,43.72693335652883,1092.0,GasA,Ex,Y,SBrkr,7.045642503280827,515.4494242471413,0.0,8.880776735556184,0.993262988983687,0.0,2,0.0,2,0.7509550520293038,Gd,2.185434739020803,Typ,0.0,None,Attchd,8.557020265307174e+56,Fin,2.0,438.0,TA,TA,Y,0.0,20.4788243332421,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal
120,RL,13.28990334854923,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,3.9924581716553322,2.4403454337999985e+51,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,171.541949084005,Unf,0.0,59.916755197211955,1260.0,GasA,Ex,Y,SBrkr,7.193755982145349,0.0,0.0,8.614664406404462,0.993262988983687,0.0,1,1.0685785456566268,1,0.7509550520293038,Ex,1.672455069533555,Typ,1.6881471699168629,Gd,Attchd,7.767824986321908e+56,Fin,2.0,500.0,TA,TA,Y,31.15582028236734,8.285665756095147,0.0,0.0,26.513319314626912,0.0,0.0,12,2008,WD,Normal
20,RL,18.82410884963751,8767,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,3.9924581716553322,2.6216165111081797e+51,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,12.832487842277795,Unf,0.0,108.20663118259247,1310.0,GasA,Ex,Y,SBrkr,7.2108317405749816,0.0,0.0,8.638901189030438,0.0,0.0,2,0.0,3,0.7509550520293038,Gd,2.0385288463122158,Typ,0.9032993982514254,Gd,Attchd,8.408124652151017e+56,Fin,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,New,Partial
30,RL,17.880542565226317,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6.001835562780168,1.5510301626641224e+51,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,73.73242324867915,672.0,GasA,Ex,Y,SBrkr,6.538304764526715,0.0,0.0,7.699324780090207,0.0,0.0,1,0.0,2,0.7509550520293038,TA,1.672455069533555,Typ,0.0,None,Detchd,4.706624384896802e+56,Unf,1.0,240.0,TA,TA,N,38.847753753108556,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,WD,Normal
60,RL,23.653115019386785,12090,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,3.9924581716553322,2.4795820715653163e+51,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,33.956924530820835,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,100.83838730944903,1141.0,GasA,Gd,Y,SBrkr,7.092573365764141,1330.1801184312342,0.0,9.432481887844304,0.0,0.0,2,1.0685785456566268,4,0.7509550520293038,Gd,2.539562810013391,Typ,0.9032993982514254,TA,BuiltIn,7.906006931580624e+56,Fin,2.0,420.0,TA,TA,Y,35.11964420234527,17.499446168161978,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Abnorml
60,RL,20.489586915653494,10364,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,3.9924581716553322,2.4209460563553538e+51,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,82.11893084373561,806.0,GasA,Gd,Y,SBrkr,6.72138708555942,917.469162711017,0.0,8.90113443138881,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,BuiltIn,7.699591356662499e+56,Fin,2.0,373.0,TA,TA,Y,0.0,9.707625879665787,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal
20,RL,20.550140637669834,9991,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3.2807823897062485,2.078717230696779e+51,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,221.4712398599472,Unf,0.0,31.76206051728832,1281.0,GasA,Ex,Y,SBrkr,7.425025294896337,0.0,0.0,8.944628397435023,0.993262988983687,0.0,2,0.0,3,0.7509550520293038,TA,2.31578940582546,Min1,0.9032993982514254,TA,Attchd,7.564816576870671e+56,Unf,2.0,490.0,TA,TA,Y,31.15582028236734,13.846890575011905,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal
50,RL,16.09972409113881,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,3.9924581716553322,1.5008742768792646e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,96.76598606855731,1064.0,GasA,Ex,Y,FuseA,7.0934382277725865,0.0,4.911406479334212,8.961507579119436,0.0,0.0,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Maj2,0.0,None,Detchd,4.538663630563829e+56,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2008,WD,Normal
70,RL,18.45025207026317,15576,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5.349544880760879,1.26156219364932e+51,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,84.15141206870126,840.0,GasA,Ex,Y,SBrkr,6.763002685559371,1009.0380937564381,0.0,8.99730700727228,0.0,0.0,2,0.0,4,0.7509550520293038,TA,2.31578940582546,Typ,0.0,None,Attchd,5.638097445337354e+56,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,13.00620208486937,0.0,0.0,0.0,0.0,3,2008,WD,Normal
60,RL,26.15012404223914,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,3.9924581716553322,2.6425187759184894e+51,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,25.636506847233665,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,96.71229970179381,1063.0,GasA,Ex,Y,SBrkr,7.007780004577062,1333.9297112984393,0.0,9.372135436014055,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,Gd,2.433014249065653,Typ,0.9032993982514254,Gd,Attchd,8.482264301434868e+56,RFn,3.0,947.0,TA,TA,Y,42.385097551884705,12.277148760585755,0.0,0.0,0.0,0.0,0.0,8,2007,New,Partial
60,FV,22.340741470418788,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,3.9924581716553322,2.663577158603061e+51,2008,Gable,CompShg,VinylSd,VinylSd,Stone,14.204202198816821,Gd,TA,PConc,Ex,TA,No,GLQ,172.01919770054093,Unf,0.0,40.3498451120375,1034.0,GasA,Ex,Y,SBrkr,6.987823071866725,1242.784030534243,0.0,9.307224632828978,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,Ex,2.31578940582546,Typ,0.9032993982514254,Gd,Attchd,8.632397356358682e+56,Fin,3.0,836.0,TA,TA,Y,0.0,15.904956895099067,0.0,0.0,0.0,0.0,0.0,4,2008,New,Partial
20,RL,19.37646880553595,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,2.5398839960317914,1.796800942572648e+51,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,107.71005416559638,1276.0,GasA,TA,Y,FuseA,7.184318830456992,0.0,0.0,8.60127820988068,0.0,0.0,1,0.0,3,0.7509550520293038,TA,1.8700913302730977,Mod,0.0,None,Attchd,5.537660825113864e+56,Unf,1.0,350.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,COD,Abnorml
190,RL,24.765030789667176,34650,Pave,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,3.9924581716553322,1.7534533296955778e+51,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,212.73415038711934,Unf,0.0,0.0,1056.0,GasA,TA,N,SBrkr,6.993565404170661,0.0,0.0,8.332009671286643,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Attchd,5.3901649826684e+56,Fin,2.0,572.0,TA,TA,Y,52.13307752288575,0.0,0.0,0.0,0.0,0.0,0.0,1,2006,WD,Normal
20,FV,18.740277441616502,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,3.9924581716553322,2.7061666342845255e+51,2009,Gable,CompShg,MetalSd,MetalSd,Stone,28.225359371896182,Ex,TA,PConc,Ex,TA,Av,GLQ,137.06934985965847,Unf,0.0,87.19441269293712,1470.0,GasA,Ex,Y,SBrkr,7.332503113180909,0.0,0.0,8.812178767100573,0.993262988983687,0.0,2,1.0685785456566268,2,0.7509550520293038,Gd,2.185434739020803,Typ,0.9032993982514254,Gd,Attchd,8.708400422335977e+56,Fin,2.0,484.0,TA,TA,Y,0.0,18.952508827181706,0.0,0.0,0.0,0.0,0.0,6,2010,New,Partial
30,RM,17.10309603570171,8960,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,4.680717059976833,1.393527000643513e+51,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,93.72613138786211,1008.0,GasA,Gd,Y,FuseA,6.9664840374998125,0.0,0.0,8.293982668722867,0.0,0.0,1,0.0,2,0.7509550520293038,TA,1.8700913302730977,Typ,0.9032993982514254,Gd,Detchd,4.181191323253061e+56,Unf,2.0,360.0,TA,TA,Y,0.0,0.0,11.961393858893334,0.0,0.0,0.0,0.0,3,2010,WD,Normal
